year,month,day,hour,season,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,Airlevel,cbwd_new
2014,4,27,1,1,49,8,52.02,1022,18,cv,1,0,0,2,5
2014,4,27,2,1,51,9,63.18,1022,16,cv,1,0,0,2,5
2014,4,27,3,1,55,10,72.04,1021,15,SW,1,0,0,2,5
2014,4,27,4,1,45,11,72.23,1021,16,cv,0,0,0,2,5
2014,4,27,5,1,46,10,67.57,1020,16,NE,1,0,0,2,5
2014,4,27,6,1,47,10,63.41,1020,17,cv,1,0,0,2,5
2014,4,27,7,1,45,11,72.23,1020,16,cv,1,0,0,2,5
2014,4,27,8,1,66,6,42.61,1021,19,NE,2,0,0,2,5
2014,4,27,9,1,97,7,45.65,1021,19,NE,4,0,0,3,5
2014,4,27,10,1,101,6,40.04,1021,20,NE,6,0,0,3,5
2014,4,27,11,1,89,6,40.04,1021,20,NE,8,0,0,3,5
2014,4,27,12,1,72,5,35.13,1021,21,NE,10,0,0,2,5
2014,4,27,13,1,81,5,31.1,1020,23,cv,1,0,0,3,5
2014,4,27,14,1,55,5,31.1,1019,23,SE,2,0,0,2,5
2014,4,27,15,1,67,6,33.34,1018,23,cv,2,0,0,2,5
2014,4,27,16,1,57,8,38.24,1017,23,SE,3,0,0,2,5
2014,4,27,17,1,40,7,37.95,1017,22,NE,2,0,0,2,5
2014,4,27,18,1,29,8,40.63,1017,22,SE,4,0,0,1,5
2014,4,27,19,1,40,8,43.19,1019,21,NE,3,0,0,2,5
2014,4,27,20,1,40,6,37.65,1020,21,NE,6,0,0,2,5
2014,4,27,21,1,38,11,63.64,1021,18,cv,1,0,0,2,5
2014,4,27,22,1,61,12,77.17,1022,16,NW,4,0,0,2,5
2014,4,27,23,1,60,11,72.23,1022,16,cv,1,0,0,2,5
2014,4,28,0,1,59,12,77.17,1021,16,cv,1,2.8,2.8,2,5
2014,4,28,1,1,61,12,77.17,1021,16,cv,2,0.8,3.6,2,5
2014,4,28,2,1,57,12,77.17,1021,16,SW,3,0,0,2,5
2014,4,28,3,1,63,12,82.27,1020,15,cv,0,0,0,2,5
2014,4,28,4,1,73,12,87.75,1020,14,SE,1,0,0,2,5
2014,4,28,5,1,75,12,87.75,1019,14,cv,0,0,0,2,5
2014,4,28,6,1,71,11,82.14,1019,14,cv,0,0,0,2,5
2014,4,28,7,1,72,12,82.27,1020,15,cv,1,0,0,2,5
2014,4,28,8,1,74,12,77.17,1021,16,cv,2,0,0,2,5
2014,4,28,9,1,82,12,67.99,1021,18,cv,3,0,0,3,5
2014,4,28,10,1,87,13,64.09,1021,20,cv,4,0,0,3,5
2014,4,28,11,1,99,10,49.42,1021,21,SW,2,0,0,3,5
2014,4,28,12,1,94,11,49.7,1021,22,cv,2,0,0,3,5
2014,4,28,13,1,80,9,40.92,1020,23,SW,3,0,0,3,5
2014,4,28,14,1,69,12,49.97,1019,23,SW,7,0,0,2,5
2014,4,28,15,1,76,9,43.47,1018,22,SW,11,0,0,3,5
2014,4,28,17,1,88,7,40.34,1017,21,SW,18,0,0,3,5
2014,4,28,18,1,68,8,45.93,1017,20,SW,21,0,0,2,5
2014,4,28,19,1,61,8,45.93,1017,20,SW,23,0,0,2,5
2014,4,28,20,1,58,10,55.93,1017,19,SW,25,0,0,2,5
2014,4,28,21,1,60,11,63.64,1018,18,SW,27,0,0,2,5
2014,4,28,22,1,68,12,67.99,1019,18,SW,29,0,0,2,5
2014,4,28,23,1,69,13,82.4,1020,16,SW,33,0,0,2,5
2014,4,29,0,1,57,14,87.93,1020,16,SW,36,0,0,2,5
2014,4,29,1,1,62,13,87.84,1020,15,SW,39,0,0,2,5
2014,4,29,2,1,63,11,77.01,1019,15,SW,43,0,0,2,5
2014,4,29,3,1,56,11,82.14,1019,14,SW,45,0,0,2,5
2014,4,29,4,1,48,11,82.14,1019,14,SW,48,0,0,2,5
2014,4,29,5,1,31,11,82.14,1019,14,SW,51,0,0,1,5
2014,4,29,6,1,37,11,77.01,1019,15,SW,53,0,0,2,5
2014,4,29,7,1,33,11,82.14,1019,14,SW,56,0,0,1,5
2014,4,29,8,1,30,11,77.01,1019,15,SW,58,0,0,1,5
2014,4,29,9,1,39,11,72.23,1020,16,cv,1,0,0,2,5
2014,4,29,10,1,47,12,72.42,1020,17,SW,3,0,0,2,5
2014,4,29,11,1,28,13,68.2,1020,19,SE,3,0,0,1,5
2014,4,29,12,1,18,11,49.7,1019,22,SE,7,0,0,1,5
2014,4,29,13,1,15,12,47.05,1018,24,SE,13,0,0,1,5
2014,4,29,14,1,26,12,44.33,1017,25,SE,18,0,0,1,5
2014,4,29,15,1,30,10,38.82,1016,25,SE,23,0,0,1,5
2014,4,29,16,1,28,12,44.33,1015,25,SE,27,0,0,1,5
2014,4,29,17,1,28,12,47.05,1014,24,SE,31,0,0,1,5
2014,4,29,18,1,28,11,46.78,1014,23,SW,5,0,0,1,5
2014,4,29,19,1,34,12,53.1,1014,22,SW,9,0,0,1,5
2014,4,29,20,1,45,12,60.03,1015,20,SW,11,0,0,2,5
2014,4,29,21,1,49,13,72.6,1016,18,SW,13,0,0,2,5
2014,4,29,22,1,48,13,68.2,1017,19,SW,16,0,0,2,5
2014,4,29,23,1,47,13,72.6,1017,18,SW,17,0,0,2,5
2014,4,30,0,1,48,13,82.4,1017,16,SW,19,0,0,2,5
2014,4,30,1,1,52,13,77.32,1016,17,SW,21,0,0,2,5
2014,4,30,2,1,52,13,82.4,1014,16,SW,24,0,0,2,5
2014,4,30,3,1,60,13,82.4,1013,16,SE,3,0,0,2,5
2014,4,30,4,1,62,13,87.84,1013,15,SE,5,0,0,2,5
2014,4,30,5,1,72,13,87.84,1013,15,NE,2,0,0,2,5
2014,4,30,6,1,70,12,87.75,1013,14,cv,1,0,0,2,5
2014,4,30,7,1,52,12,87.75,1013,14,cv,1,0,0,2,5
2014,4,30,8,1,58,14,82.52,1014,17,cv,1,0,0,2,5
2014,4,30,9,1,62,13,68.2,1015,19,cv,2,0,0,2,5
2014,4,30,10,1,41,13,60.27,1015,21,cv,3,0,0,2,5
2014,4,30,11,1,39,12,56.44,1015,21,SW,2,0,0,2,5
2014,4,30,12,1,39,11,44.04,1014,24,NE,2,0,0,2,5
2014,4,30,13,1,39,13,47.33,1013,25,cv,1,0,0,2,5
2014,4,30,14,1,38,10,36.58,1012,26,cv,3,0,0,2,5
2014,4,30,15,1,31,10,34.49,1011,27,cv,5,0,0,1,5
2014,4,30,16,1,43,10,32.54,1010,28,cv,8,0,0,2,5
2014,4,30,17,1,41,8,28.43,1009,28,SE,2,0,0,2,5
2014,4,30,18,1,37,9,30.42,1009,28,cv,1,0,0,2,5
2014,4,30,19,1,34,8,31.97,1009,26,SW,2,0,0,1,5
2014,4,30,20,1,34,9,40.92,1009,23,SW,4,0,0,1,5
2014,4,30,21,1,44,9,43.47,1010,22,SW,6,0,0,2,5
2014,4,30,22,1,56,11,59.78,1011,19,SW,7,0,0,2,5
2014,4,30,23,1,62,11,59.78,1011,19,cv,1,0,0,2,5
2014,5,1,0,1,70,12,72.42,1011,17,NW,1,0,0,2,5
2014,5,1,1,1,89,12,72.42,1011,17,cv,0,0,0,3,5
2014,5,1,2,1,80,13,77.32,1010,17,SW,1,0,0,3,5
2014,5,1,3,1,78,13,77.32,1010,17,cv,0,0,0,3,5
2014,5,1,5,1,73,14,77.48,1010,18,cv,0,0,0,2,5
2014,5,1,6,1,104,14,77.48,1011,18,cv,0,0,0,3,5
2014,5,1,7,1,157,14,72.78,1012,19,cv,0,0,0,5,5
2014,5,1,8,1,150,14,68.4,1013,20,NW,2,0,0,4,5
2014,5,1,9,1,164,14,68.4,1013,20,cv,1,0,0,5,5
2014,5,1,10,1,144,13,60.27,1014,21,NW,2,0,0,4,5
2014,5,1,11,1,110,13,56.69,1014,22,NW,4,0,0,3,5
2014,5,1,12,1,83,13,50.24,1014,24,NW,7,0,0,3,5
2014,5,1,13,1,71,12,44.33,1014,25,NW,10,0,0,2,5
2014,5,1,14,1,45,12,39.39,1013,27,NW,13,0,0,2,5
2014,5,1,15,1,51,12,41.78,1013,26,NW,16,0,0,2,5
2014,5,1,16,1,47,12,41.78,1012,26,NW,18,0,0,2,5
2014,5,1,17,1,52,12,41.78,1012,26,NW,20,0,0,2,5
2014,5,1,18,1,51,13,47.33,1012,25,NW,23,0,0,2,5
2014,5,1,19,1,50,13,50.24,1012,24,NW,25,0,0,2,5
2014,5,1,20,1,45,13,53.36,1013,23,NW,28,0,0,2,5
2014,5,1,21,1,42,7,35.71,1015,23,NE,6,0,0,2,5
2014,5,1,22,1,43,8,38.24,1017,23,NW,4,0,0,2,5
2014,5,1,23,1,51,10,49.42,1018,21,NW,7,0,0,2,5
2014,5,2,0,1,53,13,68.2,1018,19,cv,1,0,0,2,5
2014,5,2,1,1,43,14,72.78,1019,19,NW,1,0,0,2,5
2014,5,2,2,1,32,13,68.2,1019,19,NW,3,0.7,0.7,1,5
2014,5,2,3,1,27,12,63.87,1018,19,cv,1,0.4,1.1,1,5
2014,5,2,4,1,29,11,59.78,1018,19,NW,1,0.1,1.2,1,5
2014,5,2,5,1,41,11,59.78,1019,19,cv,0,0,0,2,5
2014,5,2,6,1,46,12,63.87,1019,19,cv,1,0,0,2,5
2014,5,2,7,1,48,14,77.48,1020,18,cv,1,0,0,2,5
2014,5,2,8,1,42,15,77.64,1021,19,cv,1,0,0,2,5
2014,5,2,9,1,40,15,77.64,1021,19,cv,2,0,0,2,5
2014,5,2,10,1,46,15,77.64,1021,19,cv,3,0,0,2,5
2014,5,2,11,1,51,14,64.32,1022,21,NE,4,0,0,2,5
2014,5,2,12,1,49,9,43.47,1021,22,cv,2,0,0,2,5
2014,5,2,13,1,44,12,56.44,1021,21,SW,3,0,0,2,5
2014,5,2,14,1,44,12,56.44,1020,21,SW,5,0,0,2,5
2014,5,2,15,1,40,11,52.83,1019,21,cv,0,0,0,2,5
2014,5,2,16,1,46,5,33.05,1018,22,cv,2,0,0,2,5
2014,5,2,17,1,47,5,35.13,1018,21,cv,3,0,0,2,5
2014,5,2,18,1,51,4,32.75,1019,21,cv,4,0,0,2,5
2014,5,2,19,1,47,7,40.34,1019,21,SE,2,0,0,2,5
2014,5,2,20,1,48,8,45.93,1020,20,cv,1,0,0,2,5
2014,5,2,21,1,54,11,59.78,1021,19,SW,2,0,0,2,5
2014,5,2,22,1,58,9,52.3,1021,19,cv,1,0,0,2,5
2014,5,2,23,1,60,9,55.67,1021,18,NW,1,0,0,2,5
2014,5,3,0,1,55,10,63.41,1020,17,SW,1,0,0,2,5
2014,5,3,1,1,57,10,63.41,1020,17,SW,3,0,0,2,5
2014,5,3,2,1,52,10,67.57,1019,16,cv,0,0,0,2,5
2014,5,3,3,1,58,10,63.41,1018,17,SE,2,0,0,2,5
2014,5,3,4,1,58,10,63.41,1017,17,cv,0,0,0,2,5
2014,5,3,5,1,59,10,67.57,1017,16,SW,2,0,0,2,5
2014,5,3,6,1,77,12,77.17,1016,16,SW,4,0,0,3,5
2014,5,3,8,1,62,12,77.17,1017,16,SW,9,0,0,2,5
2014,5,3,9,1,60,12,77.17,1017,16,SE,2,0,0,2,5
2014,5,3,10,1,53,12,82.27,1017,15,SW,2,0,0,2,5
2014,5,3,11,1,55,12,77.17,1017,16,SE,2,0,0,2,5
2014,5,3,12,1,61,11,67.78,1017,17,cv,1,0,0,2,5
2014,5,3,13,1,82,11,63.64,1016,18,cv,1,0,0,3,5
2014,5,3,14,1,84,12,67.99,1016,18,cv,2,0,0,3,5
2014,5,3,15,1,117,12,67.99,1015,18,SW,2,0,0,4,5
2014,5,3,16,1,102,11,63.64,1015,18,cv,1,0,0,3,5
2014,5,3,17,1,69,11,63.64,1015,18,cv,2,0,0,2,5
2014,5,3,18,1,66,10,59.54,1016,18,NE,4,0,0,2,5
2014,5,3,19,1,65,12,72.42,1017,17,cv,0,0,0,2,5
2014,5,3,20,1,55,11,67.78,1017,17,cv,1,0,0,2,5
2014,5,3,21,1,56,12,72.42,1018,17,cv,2,0,0,2,5
2014,5,3,22,1,57,12,72.42,1019,17,cv,3,0,0,2,5
2014,5,3,23,1,47,10,63.41,1020,17,cv,4,0,0,2,5
2014,5,4,0,1,59,12,72.42,1020,17,NW,2,0,0,2,5
2014,5,4,1,1,86,12,72.42,1020,17,cv,1,0,0,3,5
2014,5,4,2,1,89,12,72.42,1019,17,NE,2,0,0,3,5
2014,5,4,3,1,73,11,67.78,1018,17,cv,0,0,0,2,5
2014,5,4,4,1,53,7,45.65,1018,19,NW,3,0,0,2,5
2014,5,4,5,1,36,9,55.67,1019,18,NW,5,0,0,2,5
2014,5,4,6,1,24,9,59.29,1019,17,NW,7,0,0,1,5
2014,5,4,7,1,33,11,72.23,1020,16,SW,2,0,0,1,5
2014,5,4,8,1,43,10,63.41,1020,17,SW,4,0.4,0.4,2,5
2014,5,4,9,1,42,10,59.54,1021,18,SW,7,0.6,1,2,5
2014,5,4,10,1,39,11,59.78,1021,19,SW,10,0,0,2,5
2014,5,4,11,1,34,11,56.19,1021,20,SW,14,0,0,1,5
2014,5,4,12,1,38,10,49.42,1021,21,SW,18,0,0,2,5
2014,5,4,13,1,29,9,43.47,1021,22,SW,23,0,0,1,5
2014,5,4,14,1,36,7,35.71,1020,23,SW,27,0,0,2,5
2014,5,4,15,1,29,8,38.24,1019,23,SW,31,0,0,1,5
2014,5,4,16,1,45,6,33.34,1018,23,SW,36,0,0,2,5
2014,5,4,17,1,53,7,35.71,1018,23,SW,41,0,0,2,5
2014,5,4,18,1,39,7,37.95,1018,22,SW,45,0,0,2,5
2014,5,4,19,1,46,8,43.19,1019,21,SW,47,0,0,2,5
2014,5,4,20,1,49,9,52.3,1019,19,SW,49,0,0,2,5
2014,5,4,21,1,39,10,55.93,1020,19,SW,51,0,0,2,5
2014,5,4,22,1,50,10,55.93,1021,19,cv,0,0,0,2,5
2014,5,4,23,1,50,11,59.78,1022,19,SW,3,0,0,2,5
2014,5,5,0,1,67,10,55.93,1022,19,SE,3,0,0,2,5
2014,5,5,1,1,98,10,59.54,1022,18,SW,4,0,0,3,5
2014,5,5,2,1,34,8,52.02,1021,18,SW,10,0,0,1,5
2014,5,5,3,1,16,5,42.32,1020,18,SW,16,0,0,1,5
2014,5,5,4,1,17,4,39.46,1020,18,SW,22,0,0,1,5
2014,5,5,5,1,16,5,45.07,1020,17,SW,25,0,0,1,5
2014,5,5,6,1,18,7,51.75,1020,17,SW,27,0,0,1,5
2014,5,5,7,1,22,7,55.15,1020,16,cv,1,0,0,1,5
2014,5,5,8,1,32,7,51.75,1021,17,SW,2,0,0,1,5
2014,5,5,9,1,31,7,48.59,1021,18,SW,4,0,0,1,5
2014,5,5,10,1,26,8,45.93,1020,20,SW,7,0,0,1,5
2014,5,5,11,1,36,7,37.95,1020,22,SW,10,0,0,2,5
2014,5,5,12,1,24,5,27.59,1019,25,SW,13,0,0,1,5
2014,5,5,13,1,22,2,22.32,1018,25,SW,17,0,0,1,5
2014,5,5,14,1,24,4,25.72,1017,25,SE,3,0,0,1,5
2014,5,5,15,1,24,2,19.84,1017,27,cv,5,0,0,1,5
2014,5,5,16,1,24,4,22.86,1015,27,SE,3,0,0,1,5
2014,5,5,17,1,25,4,25.72,1015,25,SW,3,0,0,1,5
2014,5,5,18,1,36,4,25.72,1015,25,cv,1,0,0,2,5
2014,5,5,19,1,36,4,27.31,1016,24,SE,5,0,0,2,5
2014,5,5,20,1,36,5,31.1,1017,23,SE,10,0,0,2,5
2014,5,5,21,1,45,5,35.13,1018,21,SE,14,0,0,2,5
2014,5,5,22,1,52,7,40.34,1019,21,SE,17,0,0,2,5
2014,5,6,0,1,38,8,52.02,1019,18,SW,2,0,0,2,5
2014,5,6,1,1,39,8,59.04,1019,16,SW,3,0,0,2,5
2014,5,6,2,1,54,9,67.36,1018,15,cv,0,0,0,2,5
2014,5,6,3,1,49,10,76.84,1018,14,cv,0,0,0,2,5
2014,5,6,4,1,51,10,72.04,1017,15,cv,0,0,0,2,5
2014,5,6,5,1,40,9,71.85,1017,14,cv,0,0,0,2,5
2014,5,6,6,1,36,9,76.68,1017,13,cv,0,0,0,2,5
2014,5,6,7,1,38,10,82.01,1017,13,cv,0,0,0,2,5
2014,5,6,8,1,46,10,59.54,1017,18,cv,0,0,0,2,5
2014,5,6,9,1,58,9,49.15,1017,20,cv,1,0,0,2,5
2014,5,6,10,1,53,9,43.47,1017,22,cv,2,0,0,2,5
2014,5,6,11,1,45,8,36,1017,24,cv,3,0,0,2,5
2014,5,6,12,1,45,8,33.92,1016,25,cv,3,0,0,2,5
2014,5,6,13,1,45,6,29.57,1015,25,NE,2,0,0,2,5
2014,5,6,14,1,38,6,27.87,1014,26,cv,1,0,0,2,5
2014,5,6,15,1,36,4,24.24,1013,26,cv,2,0,0,2,5
2014,5,6,16,1,34,4,25.72,1013,25,SW,2,0,0,1,5
2014,5,6,17,1,38,6,27.87,1012,26,cv,1,0,0,2,5
2014,5,6,18,1,66,8,33.92,1012,25,cv,2,0,0,2,5
2014,5,6,19,1,83,9,38.53,1013,24,cv,3,0,0,3,5
2014,5,6,20,1,86,10,46.49,1013,22,cv,4,0,0,3,5
2014,5,6,21,1,84,10,49.42,1015,21,cv,4,0,0,3,5
2014,5,6,22,1,65,12,63.87,1015,19,cv,4,0,0,2,5
2014,5,6,23,1,71,13,68.2,1015,19,cv,4,0,0,2,5
2014,5,7,0,1,119,12,63.87,1015,19,cv,5,0,0,4,5
2014,5,7,1,1,146,13,72.6,1014,18,SW,1,0,0,4,5
2014,5,7,2,1,166,12,63.87,1014,19,SW,3,0,0,5,5
2014,5,7,3,1,151,12,77.17,1013,16,SE,1,0,0,5,5
2014,5,7,4,1,158,12,77.17,1013,16,SW,1,0,0,5,5
2014,5,7,5,1,186,12,77.17,1013,16,SW,2,0,0,5,5
2014,5,7,6,1,232,12,82.27,1013,15,cv,0,0,0,5,5
2014,5,7,7,1,220,12,82.27,1014,15,cv,0,0,0,5,5
2014,5,7,8,1,236,13,77.32,1015,17,SW,2,0,0,5,5
2014,5,7,9,1,202,13,68.2,1015,19,cv,0,0,0,5,5
2014,5,7,10,1,169,12,53.1,1015,22,cv,0,0,0,5,5
2014,5,7,11,1,179,10,41.2,1014,24,SW,2,0,0,5,5
2014,5,7,12,1,199,11,39.1,1014,26,SW,4,0,0,5,5
2014,5,7,13,1,129,11,36.87,1013,27,SW,6,0,0,4,5
2014,5,7,14,1,96,10,32.54,1011,28,SW,9,0,0,3,5
2014,5,7,15,1,90,8,28.43,1010,28,SW,12,0,0,3,5
2014,5,7,16,1,87,7,26.55,1009,28,cv,2,0,0,3,5
2014,5,7,17,1,102,9,32.25,1009,27,SW,2,0,0,3,5
2014,5,7,18,1,89,9,34.21,1008,26,SW,4,0,0,3,5
2014,5,7,19,1,83,10,38.82,1008,25,cv,1,0,0,3,5
2014,5,7,20,1,94,12,47.05,1009,24,cv,1,0,0,3,5
2014,5,7,21,1,119,13,60.27,1009,21,SW,1,0,0,4,5
2014,5,7,22,1,108,13,60.27,1010,21,cv,0,0,0,3,5
2014,5,7,23,1,107,13,60.27,1010,21,cv,0,0,0,3,5
2014,5,8,0,1,107,14,68.4,1010,20,cv,0,0,0,3,5
2014,5,8,1,1,122,13,64.09,1009,20,cv,0,0,0,4,5
2014,5,8,2,1,122,13,64.09,1009,20,cv,0,0,0,4,5
2014,5,8,3,1,111,14,72.78,1008,19,cv,0,0,0,3,5
2014,5,8,4,1,127,14,72.78,1008,19,SW,1,0,0,4,5
2014,5,8,5,1,141,13,68.2,1008,19,cv,0,0,0,4,5
2014,5,8,6,1,232,14,72.78,1008,19,cv,1,0,0,5,5
2014,5,8,8,1,294,14,68.4,1009,20,SW,2,0,0,6,5
2014,5,8,9,1,260,15,77.64,1009,19,SW,4,0,0,6,5
2014,5,8,10,1,238,15,68.61,1010,21,cv,1,0,0,5,5
2014,5,8,11,1,187,15,68.61,1010,21,SW,2,0,0,5,5
2014,5,8,12,1,149,15,72.96,1009,20,SW,5,0,0,4,5
2014,5,8,13,1,100,15,68.61,1009,21,SW,8,0,0,3,5
2014,5,8,14,1,108,15,68.61,1008,21,SW,10,0,0,3,5
2014,5,8,15,1,87,15,77.64,1008,19,SW,14,0,0,3,5
2014,5,8,16,1,76,15,77.64,1007,19,SE,2,0,0,3,5
2014,5,8,17,1,83,15,77.64,1006,19,SW,2,0,0,3,5
2014,5,8,18,1,88,15,77.64,1006,19,SW,4,0,0,3,5
2014,5,8,19,1,88,15,82.65,1006,18,SW,6,0,0,3,5
2014,5,8,20,1,99,15,82.65,1007,18,cv,1,0,0,3,5
2014,5,8,21,1,86,15,82.65,1007,18,SE,2,0,0,3,5
2014,5,8,22,1,74,15,82.65,1008,18,cv,1,0,0,2,5
2014,5,8,23,1,81,15,82.65,1008,18,SW,1,0,0,3,5
2014,5,9,0,1,83,15,82.65,1007,18,SW,3,0,0,3,5
2014,5,9,1,1,80,15,82.65,1007,18,SW,5,0,0,3,5
2014,5,9,2,1,92,15,82.65,1006,18,SW,6,0,0,3,5
2014,5,9,3,1,94,15,88.02,1005,17,cv,0,0,0,3,5
2014,5,9,4,1,89,15,82.65,1004,18,cv,0,0,0,3,5
2014,5,9,5,1,93,15,88.02,1004,17,cv,0,0,0,3,5
2014,5,9,6,1,93,15,88.02,1004,17,cv,0,0,0,3,5
2014,5,9,7,1,91,15,88.02,1004,17,cv,0,0,0,3,5
2014,5,9,8,1,84,15,77.64,1005,19,cv,0,0,0,3,5
2014,5,9,9,1,80,15,82.65,1005,18,cv,0,0,0,3,5
2014,5,9,10,1,120,15,77.64,1006,19,cv,0,0,0,4,5
2014,5,9,11,1,145,15,77.64,1006,19,cv,1,0,0,4,5
2014,5,9,12,1,139,15,77.64,1005,19,cv,2,0,0,4,5
2014,5,9,13,1,139,14,68.4,1005,20,cv,2,0,0,4,5
2014,5,9,14,1,104,15,64.54,1004,22,cv,3,0,0,3,5
2014,5,9,15,1,131,13,53.36,1003,23,NE,2,0,0,4,5
2014,5,9,16,1,197,13,50.24,1003,24,cv,0,0,0,5,5
2014,5,9,17,1,179,13,50.24,1002,24,cv,1,0,0,5,5
2014,5,9,18,1,164,13,53.36,1003,23,NE,2,0,0,5,5
2014,5,9,19,1,137,14,60.51,1003,22,NE,5,0,0,4,5
2014,5,9,20,1,137,15,64.54,1003,22,cv,2,0,0,4,5
2014,5,9,21,1,121,17,82.89,1004,20,SW,1,0,0,4,5
2014,5,9,22,1,119,17,88.2,1005,19,SW,2,0,0,4,5
2014,5,9,23,1,115,17,88.2,1005,19,cv,1,0,0,3,5
2014,5,10,0,1,76,17,93.89,1005,18,cv,2,0,0,3,5
2014,5,10,1,1,93,17,93.89,1005,18,cv,2,0.9,0.9,3,5
2014,5,10,2,1,23,16,88.11,1004,18,NW,3,0.4,1.3,1,5
2014,5,10,3,1,19,15,88.02,1004,17,NE,5,1.1,2.4,1,5
2014,5,10,4,1,19,14,82.52,1004,17,NE,9,1.2,3.6,1,5
2014,5,10,5,1,24,15,88.02,1004,17,cv,1,1.6,5.2,1,5
2014,5,10,6,1,43,15,88.02,1004,17,cv,2,0.2,5.4,2,5
2014,5,10,7,1,48,15,88.02,1005,17,cv,3,0.1,5.5,2,5
2014,5,10,8,1,52,15,88.02,1006,17,cv,4,0.2,5.7,2,5
2014,5,10,9,1,47,15,82.65,1006,18,cv,4,0,0,2,5
2014,5,10,10,1,47,15,77.64,1006,19,cv,4,0,0,2,5
2014,5,10,11,1,41,15,72.96,1007,20,SW,2,0,0,2,5
2014,5,10,12,1,59,14,64.32,1007,21,cv,2,0,0,2,5
2014,5,10,13,1,55,14,56.95,1006,23,cv,3,0,0,2,5
2014,5,10,14,1,58,13,47.33,1005,25,cv,4,0,0,2,5
2014,5,10,15,1,58,15,57.2,1004,24,SW,3,0,0,2,5
2014,5,10,16,1,61,14,53.62,1005,24,SW,7,0.1,0.1,2,5
2014,5,10,17,1,45,13,50.24,1005,24,SW,10,0,0,2,5
2014,5,10,18,1,43,13,50.24,1006,24,SW,12,0,0,2,5
2014,5,10,19,1,36,13,53.36,1007,23,cv,1,0,0,2,5
2014,5,10,20,1,40,15,64.54,1008,22,NW,1,0,0,2,5
2014,5,10,21,1,46,16,77.79,1010,20,NW,3,0,0,2,5
2014,5,10,22,1,48,17,88.2,1012,19,cv,1,0,0,2,5
2014,5,10,23,1,53,17,88.2,1013,19,cv,2,0,0,2,5
2014,5,11,0,1,48,16,82.77,1014,19,NW,3,2.1,2.1,2,5
2014,5,11,1,1,48,15,82.65,1014,18,cv,1,0.5,2.6,2,5
2014,5,11,2,1,39,16,88.11,1014,18,cv,1,0.1,2.7,2,5
2014,5,11,3,1,39,16,88.11,1013,18,SW,2,0.1,2.8,2,5
2014,5,11,4,1,41,16,88.11,1014,18,cv,1,0,0,2,5
2014,5,11,5,1,48,16,88.11,1013,18,cv,1,0,0,2,5
2014,5,11,6,1,43,16,88.11,1014,18,cv,2,0,0,2,5
2014,5,11,7,1,38,16,88.11,1014,18,cv,2,0,0,2,5
2014,5,11,8,1,43,17,88.2,1015,19,cv,2,0,0,2,5
2014,5,11,9,1,60,16,68.81,1015,22,SE,2,0,0,2,5
2014,5,11,10,1,57,15,64.54,1015,22,SW,2,0,0,2,5
2014,5,11,11,1,48,13,50.24,1015,24,SE,3,0,0,2,5
2014,5,11,12,1,48,13,47.33,1014,25,SW,3,0,0,2,5
2014,5,11,13,1,45,12,39.39,1013,27,SE,4,0,0,2,5
2014,5,11,14,1,49,10,36.58,1011,26,SW,4,0,0,2,5
2014,5,11,15,1,51,11,36.87,1010,27,SE,4,0,0,2,5
2014,5,11,16,1,42,8,30.14,1010,27,SE,8,0,0,2,5
2014,5,11,17,1,37,8,30.14,1009,27,SE,11,0,0,2,5
2014,5,11,18,1,45,7,31.68,1009,25,SW,3,0,0,2,5
2014,5,11,19,1,35,7,33.63,1009,24,SW,7,0,0,1,5
2014,5,11,20,1,39,7,35.71,1010,23,SE,3,0,0,2,5
2014,5,11,21,1,48,7,35.71,1010,23,SE,5,0,0,2,5
2014,5,11,22,1,62,8,38.24,1011,23,SE,8,0,0,2,5
2014,5,11,23,1,57,8,40.63,1011,22,SE,11,0,0,2,5
2014,5,12,0,1,56,9,43.47,1011,22,cv,1,0,0,2,5
2014,5,12,1,1,60,10,52.56,1011,20,NW,1,0,0,2,5
2014,5,12,3,1,112,13,68.2,1010,19,cv,1,0,0,3,5
2014,5,12,4,1,117,12,63.87,1010,19,cv,1,0,0,4,5
2014,5,12,5,1,111,13,64.09,1010,20,cv,1,0,0,3,5
2014,5,12,6,1,111,14,72.78,1010,19,cv,1,0,0,3,5
2014,5,12,7,1,112,14,72.78,1010,19,cv,2,0,0,3,5
2014,5,12,8,1,126,13,60.27,1010,21,cv,3,0,0,4,5
2014,5,12,9,1,130,14,68.4,1011,20,SW,2,0,0,4,5
2014,5,12,10,1,119,13,60.27,1011,21,cv,1,0,0,4,5
2014,5,12,11,1,92,13,50.24,1010,24,cv,3,0,0,3,5
2014,5,12,12,1,49,9,34.21,1009,26,cv,5,0,0,2,5
2014,5,12,13,1,59,8,31.97,1008,26,SE,3,0,0,2,5
2014,5,12,14,1,47,7,26.55,1007,28,cv,2,0,0,2,5
2014,5,12,15,1,48,6,26.28,1006,27,cv,4,0,0,2,5
2014,5,12,16,1,45,7,26.55,1005,28,NE,2,0,0,2,5
2014,5,12,17,1,55,7,28.15,1005,27,cv,1,0,0,2,5
2014,5,12,18,1,55,11,39.1,1005,26,SE,4,0,0,2,5
2014,5,12,19,1,48,10,38.82,1005,25,NE,4,0,0,2,5
2014,5,12,20,1,75,10,38.82,1006,25,SE,3,0,0,2,5
